hour,timestamp,pv_real_kw,load_real_kw,diesel_kw,grid_kw,charge_kw,discharge_kw,curtailed_kw,tariff,soc_kwh,violation,cost_diesel,cost_grid,cost_battery
17,2026-07-30 17:00:00-05:00,6.267889059366085,3.488501965316195,161.111,-163.89038709404988,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-13071.23096752399,0.0
18,2026-07-30 18:00:00-05:00,1.3218860398404015,5.618563256235194,161.111,-156.81432278360518,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-12505.145822688413,0.0
19,2026-07-30 19:00:00-05:00,0.22611016386414765,7.397260273972603,264.671,-299.9998498898915,0.0,42.5,0.0,140.0,190.0,0,20288.6238241,-41959.978984584806,0.85
20,2026-07-30 20:00:00-05:00,0.10507870500107304,5.618563256235194,255.513,-299.99951544876586,0.0,50.0,0.0,140.0,145.26315789473685,0,19354.3393169,-41959.93216282722,1.0
21,2026-07-30 21:00:00-05:00,0.2738216842139686,3.488501965316195,253.215,-300.0,0.0,50.0,0.0,140.0,92.63157894736842,0,19122.5336225,-41960.0,1.0
22,2026-07-30 22:00:00-05:00,0.2852726304389466,2.9269310802413693,161.111,-158.46934155019758,0.0,0.0,0.0,80.0,40.0,0,10701.2254321,-12637.547324015806,0.0
23,2026-07-30 23:00:00-05:00,0.05784579615183225,2.8782288036603814,161.111,-158.29061699249144,0.0,0.0,0.0,80.0,40.0,0,10701.2254321,-12623.249359399315,0.0
0,2026-07-31 00:00:00-05:00,0.15145406113793172,2.876712328851813,50.0,-34.116741732286116,13.158,0.0,0.0,45.0,130.0,0,2800.0,-1495.253377952875,0.26316
1,2026-07-31 01:00:00-05:00,0.09572323076865928,2.8767123850971856,50.0,-47.21901084567148,0.0,0.0,0.0,45.0,142.5001,0,2800.0,-2084.8554880552165,0.0
2,2026-07-31 02:00:00-05:00,0.16971551384238595,2.876726112278856,50.0,-47.29298940156353,0.0,0.0,0.0,45.0,142.5001,0,2800.0,-2088.184523070359,0.0
3,2026-07-31 03:00:00-05:00,0.05899642810738617,2.877953080952517,50.0,-47.18104334715487,0.0,0.0,0.0,45.0,142.5001,0,2800.0,-2083.146950621969,0.0
4,2026-07-31 04:00:00-05:00,0.2568805794625027,2.917800398155143,50.0,-47.33908018130736,0.0,0.0,0.0,45.0,142.5001,0,2800.0,-2090.258608158831,0.0
5,2026-07-31 05:00:00-05:00,0.20594093351068346,3.3772674859436367,50.0,3.1713265524329546,50.0,0.0,0.0,45.0,142.5001,0,2800.0,182.70969485948297,1.0
6,2026-07-31 06:00:00-05:00,0.41742076066331296,5.120044905786454,161.111,-156.40837585487685,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-12472.670068390147,0.0
7,2026-07-31 07:00:00-05:00,2.6246999674730733,6.575342465753426,161.111,-157.16035750171963,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-12532.82860013757,0.0
8,2026-07-31 08:00:00-05:00,6.9661143588053465,5.120044905786454,161.111,-162.9570694530189,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-12996.565556241512,0.0
9,2026-07-31 09:00:00-05:00,10.980934063953647,3.3772674859436367,161.111,-168.71466657801,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-13457.1733262408,0.0
10,2026-07-31 10:00:00-05:00,22.392838676907314,2.917800398155143,161.111,-180.58603827875214,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-14406.88306230017,0.0
11,2026-07-31 11:00:00-05:00,24.92907210388509,2.8779530809525737,161.111,-183.1621190229325,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-14612.9695218346,0.0
12,2026-07-31 12:00:00-05:00,27.496019207872724,2.8767261123823644,161.111,-185.73029309549037,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-14818.42344763923,0.0
13,2026-07-31 13:00:00-05:00,27.7313704404786,2.8767124539450397,161.111,-185.96565798653356,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-14837.252638922684,0.0
14,2026-07-31 14:00:00-05:00,24.811568241128395,2.8767291753661524,161.111,-183.0458390657622,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-14603.667125260978,0.0
15,2026-07-31 15:00:00-05:00,20.932973869241483,2.8782288036604284,161.111,-179.16574506558106,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-14293.259605246485,0.0
16,2026-07-31 16:00:00-05:00,12.965866461746172,2.9269310802413693,161.111,-171.1499353815048,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-13651.994830520383,0.0
17,2026-07-31 17:00:00-05:00,5.930334948161569,3.488501965316195,161.111,-163.55283298284536,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-13044.226638627628,0.0
18,2026-07-31 18:00:00-05:00,1.5449243782450628,5.618563256235194,161.111,-157.03736112200986,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-12522.988889760789,0.0
19,2026-07-31 19:00:00-05:00,0.20028306788776515,7.397260273972603,264.697,-300.0,0.0,42.5,0.0,140.0,190.0,0,20291.3001809,-41960.0,0.85
20,2026-07-31 20:00:00-05:00,0.23353886856062986,5.618563256235194,255.385,-299.99997561232544,0.0,50.0,0.0,140.0,145.26315789473685,0,19341.3998225,-41959.99658572556,1.0
21,2026-07-31 21:00:00-05:00,0.16305668630141265,3.488501965316195,253.325,-299.99955472098526,0.0,50.0,0.0,140.0,92.63157894736842,0,19133.605562499997,-41959.93766093794,1.0
22,2026-07-31 22:00:00-05:00,0.21397954340143877,2.9269310802413693,161.111,-158.39804846316008,0.0,0.0,0.0,80.0,40.0,0,10701.2254321,-12631.843877052806,0.0
23,2026-07-31 23:00:00-05:00,0.16812412317618522,2.8782288036603814,161.111,-158.4008953195158,0.0,0.0,0.0,80.0,40.0,0,10701.2254321,-12632.071625561264,0.0
